Start State:
cross section    distance           zbed     leftdam    rightdam  bottomlevel              z          eline              A              Q              C        delta x         
   CS016      1600         118.4      128.4      128.4         122.4     120.0751     120.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS017      1700         118.3      128.3      128.3         122.3     119.9751     120.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS018      1800         118.2      128.2      128.2         122.2     119.8751     119.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS019      1900         118.1      128.1      128.1         122.1     119.7751     119.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS020      2000           118        128        128           122     119.6752     119.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS021      2100         117.9      127.9      127.9         121.9     119.5752     119.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS022      2200         117.8      127.8      127.8         121.8     119.4751     119.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS023      2300         117.7      127.7      127.7         121.7     119.3751     119.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS024      2400         117.6      127.6      127.6         121.6     119.2751     119.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS025      2500         117.5      127.5      127.5         121.5     119.1751     119.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS026      2600         117.4      127.4      127.4         121.4     119.0751     119.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS027      2700         117.3      127.3      127.3         121.3     118.9751     119.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS028      2800         117.2      127.2      127.2         121.2     118.8751     118.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS029      2900         117.1      127.1      127.1         121.1     118.7751     118.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS030      3000           117        127        127           121     118.6752     118.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS031      3100         116.9      126.9      126.9         120.9     118.5752     118.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS032      3200         116.8      126.8      126.8         120.8     118.4751     118.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS033      3300         116.7      126.7      126.7         120.7     118.3751     118.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS034      3400         116.6      126.6      126.6         120.6     118.2751     118.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS035      3500         116.5      126.5      126.5         120.5     118.1751     118.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS036      3600         116.4      126.4      126.4         120.4     118.0751     118.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS037      3700         116.3      126.3      126.3         120.3     117.9751     118.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS038      3800         116.2      126.2      126.2         120.2     117.8751     117.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS039      3900         116.1      126.1      126.1         120.1     117.7751     117.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS040      4000           116        126        126           120     117.6752     117.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS041      4100         115.9      125.9      125.9         119.9     117.5752     117.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS042      4200         115.8      125.8      125.8         119.8     117.4751     117.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS043      4300         115.7      125.7      125.7         119.7     117.3751     117.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS044      4400         115.6      125.6      125.6         119.6     117.2751     117.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS045      4500         115.5      125.5      125.5         119.5     117.1751     117.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS046      4600         115.4      125.4      125.4         119.4     117.0751     117.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS047      4700         115.3      125.3      125.3         119.3     116.9751     117.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS048      4800         115.2      125.2      125.2         119.2     116.8751     116.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS049      4900         115.1      125.1      125.1         119.1     116.7751     116.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS050      5000           115        125        125           119     116.6752     116.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS051      5100         114.9      124.9      124.9         118.9     116.5752     116.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS052      5200         114.8      124.8      124.8         118.8     116.4751     116.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS053      5300         114.7      124.7      124.7         118.7     116.3751     116.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS054      5400         114.6      124.6      124.6         118.6     116.2751     116.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS055      5500         114.5      124.5      124.5         118.5     116.1751     116.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS056      5600         114.4      124.4      124.4         118.4     116.0751     116.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS057      5700         114.3      124.3      124.3         118.3     115.9751     116.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS058      5800         114.2      124.2      124.2         118.2     115.8751     115.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS059      5900         114.1      124.1      124.1         118.1     115.7751     115.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS060      6000           114        124        124           118     115.6752     115.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS061      6100         113.9      123.9      123.9         117.9     115.5752     115.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS062      6200         113.8      123.8      123.8         117.8     115.4751     115.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS063      6300         113.7      123.7      123.7         117.7     115.3751     115.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS064      6400         113.6      123.6      123.6         117.6     115.2751     115.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS065      6500         113.5      123.5      123.5         117.5     115.1751     115.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS066      6600         113.4      123.4      123.4         117.4     115.0751     115.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS067      6700         113.3      123.3      123.3         117.3     114.9751     115.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS068      6800         113.2      123.2      123.2         117.2     114.8751     114.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS069      6900         113.1      123.1      123.1         117.1     114.7751     114.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS070      7000           113        123        123           117     114.6752     114.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS071      7100         112.9      122.9      122.9         116.9     114.5752     114.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS072      7200         112.8      122.8      122.8         116.8     114.4751     114.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS073      7300         112.7      122.7      122.7         116.7     114.3751     114.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS074      7400         112.6      122.6      122.6         116.6     114.2751     114.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS075      7500         112.5      122.5      122.5         116.5     114.1751     114.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS076      7600         112.4      122.4      122.4         116.4     114.0751     114.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS077      7700         112.3      122.3      122.3         116.3     113.9751     114.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS078      7800         112.2      122.2      122.2         116.2     113.8751     113.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS079      7900         112.1      122.1      122.1         116.1     113.7751     113.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS080      8000           112        122        122           116     113.6752     113.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS081      8100         111.9      121.9      121.9         115.9     113.5752     113.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS082      8200         111.8      121.8      121.8         115.8     113.4751     113.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS083      8300         111.7      121.7      121.7         115.7     113.3751     113.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS084      8400         111.6      121.6      121.6         115.6     113.2751     113.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS085      8500         111.5      121.5      121.5         115.5     113.1751     113.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS086      8600         111.4      121.4      121.4         115.4     113.0751     113.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS087      8700         111.3      121.3      121.3         115.3     112.9751     113.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS088      8800         111.2      121.2      121.2         115.2     112.8751     112.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS089      8900         111.1      121.1      121.1         115.1     112.7751     112.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS090      9000           111        121        121           115     112.6752     112.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS091      9100         110.9      120.9      120.9         114.9     112.5752     112.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS092      9200         110.8      120.8      120.8         114.8     112.4751     112.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS093      9300         110.7      120.7      120.7         114.7     112.3751     112.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS094      9400         110.6      120.6      120.6         114.6     112.2751     112.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS095      9500         110.5      120.5      120.5         114.5     112.1751     112.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS096      9600         110.4      120.4      120.4         114.4     112.0751     112.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS097      9700         110.3      120.3      120.3         114.3     111.9751     112.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS098      9800         110.2      120.2      120.2         114.2     111.8751     111.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS099      9900         110.1      120.1      120.1         114.1     111.7751     111.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS100     10000           110        120        120           114     111.6752     111.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS101     10100         109.9      119.9      119.9         113.9     111.5752     111.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS102     10200         109.8      119.8      119.8         113.8     111.4751     111.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS103     10300         109.7      119.7      119.7         113.7     111.3751     111.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS104     10400         109.6      119.6      119.6         113.6     111.2751     111.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS105     10500         109.5      119.5      119.5         113.5     111.1751     111.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS106     10600         109.4      119.4      119.4         113.4     111.0751     111.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS107     10700         109.3      119.3      119.3         113.3     110.9751     111.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS108     10800         109.2      119.2      119.2         113.2     110.8751     110.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS109     10900         109.1      119.1      119.1         113.1     110.7751     110.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS110     11000           109        119        119           113     110.6752     110.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS111     11100         108.9      118.9      118.9         112.9     110.5752     110.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS112     11200         108.8      118.8      118.8         112.8     110.4751     110.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS113     11300         108.7      118.7      118.7         112.7     110.3751     110.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS114     11400         108.6      118.6      118.6         112.6     110.2751     110.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS115     11500         108.5      118.5      118.5         112.5     110.1751     110.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS116     11600         108.4      118.4      118.4         112.4     110.0751     110.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS117     11700         108.3      118.3      118.3         112.3     109.9751     110.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS118     11800         108.2      118.2      118.2         112.2     109.8751     109.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS119     11900         108.1      118.1      118.1         112.1     109.7751     109.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS120     12000           108        118        118           112     109.6752     109.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS121     12100         107.9      117.9      117.9         111.9     109.5752     109.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS122     12200         107.8      117.8      117.8         111.8     109.4751     109.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS123     12300         107.7      117.7      117.7         111.7     109.3751     109.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS124     12400         107.6      117.6      117.6         111.6     109.2751     109.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS125     12500         107.5      117.5      117.5         111.5     109.1751     109.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS126     12600         107.4      117.4      117.4         111.4     109.0751     109.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS127     12700         107.3      117.3      117.3         111.3     108.9751     109.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS128     12800         107.2      117.2      117.2         111.2     108.8751     108.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS129     12900         107.1      117.1      117.1         111.1     108.7751     108.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS130     13000           107        117        117           111     108.6752     108.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS131     13100         106.9      116.9      116.9         110.9     108.5752     108.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS132     13200         106.8      116.8      116.8         110.8     108.4751     108.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS133     13300         106.7      116.7      116.7         110.7     108.3751     108.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS134     13400         106.6      116.6      116.6         110.6     108.2751     108.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS135     13500         106.5      116.5      116.5         110.5     108.1751     108.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS136     13600         106.4      116.4      116.4         110.4     108.0751     108.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS137     13700         106.3      116.3      116.3         110.3     107.9751     108.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS138     13800         106.2      116.2      116.2         110.2     107.8751     107.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS139     13900         106.1      116.1      116.1         110.1     107.7751     107.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS140     14000           106        116        116           110     107.6752     107.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS141     14100         105.9      115.9      115.9         109.9     107.5752     107.6388       22.3655       22.3655            25       24.9999       1.1178      0.308            0            0            0
   CS142     14200         105.8      115.8      115.8         109.8     107.4751     107.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS143     14300         105.7      115.7      115.7         109.7     107.3751     107.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS144     14400         105.6      115.6      115.6         109.6     107.2751     107.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS145     14500         105.5      115.5      115.5         109.5     107.1751     107.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS146     14600         105.4      115.4      115.4         109.4     107.0751     107.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS147     14700         105.3      115.3      115.3         109.3     106.9751     107.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS148     14800         105.2      115.2      115.2         109.2     106.8751     106.9388       22.3664       22.3664            25       25.0002      1.11775      0.308            0            0            0
   CS149     14900         105.1      115.1      115.1         109.1     106.7751     106.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS150     15000           105        115        115           109     106.6752     106.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS151     15100         104.9      114.9      114.9         108.9     106.5752     106.6388       22.3654       22.3654            25       24.9999       1.1178      0.308            0            0            0
   CS152     15200         104.8      114.8      114.8         108.8     106.4751     106.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS153     15300         104.7      114.7      114.7         108.7     106.3751     106.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS154     15400         104.6      114.6      114.6         108.6     106.2751     106.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS155     15500         104.5      114.5      114.5         108.5     106.1751     106.2388       22.3655       22.3655            25            25      1.11779      0.308            0            0            0
   CS156     15600         104.4      114.4      114.4         108.4     106.0751     106.1388       22.3657       22.3657            25       25.0001      1.11778      0.308            0            0            0
   CS157     15700         104.3      114.3      114.3         108.3     105.9751     106.0388       22.3658       22.3658            25       24.9999      1.11778      0.308            0            0            0
   CS158     15800         104.2      114.2      114.2         108.2     105.8751     105.9388       22.3663       22.3663            25       25.0002      1.11775      0.308            0            0            0
   CS159     15900         104.1      114.1      114.1         108.1     105.7751     105.8388       22.3663       22.3663            25       24.9995      1.11775      0.308            0            0            0
   CS160     16000           104        114        114           108     105.6752     105.7389       22.3659       22.3659            25       24.9989      1.11777      0.308            0            0            0
   CS161     16100         103.9      113.9      113.9         107.9     105.5752     105.6388       22.3654       22.3654            25       24.9999       1.1178      0.308            0            0            0
   CS162     16200         103.8      113.8      113.8         107.8     105.4751     105.5388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS163     16300         103.7      113.7      113.7         107.7     105.3751     105.4388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS164     16400         103.6      113.6      113.6         107.6     105.2751     105.3388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS165     16500         103.5      113.5      113.5         107.5     105.1751     105.2388       22.3654       22.3654            25            25       1.1178      0.308            0            0            0
   CS166     16600         103.4      113.4      113.4         107.4     105.0751     105.1388       22.3656       22.3656            25            25      1.11779      0.308            0            0            0
   CS167     16700         103.3      113.3      113.3         107.3     104.9751     105.0388       22.3657       22.3657            25       24.9999      1.11778      0.308            0            0            0
   CS168     16800         103.2      113.2      113.2         107.2     104.8751     104.9388       22.3662       22.3662            25       25.0002      1.11776      0.308            0            0            0
   CS169     16900         103.1      113.1      113.1         107.1     104.7751     104.8388       22.3661       22.3661            25       24.9995      1.11776      0.308            0            0            0
   CS170     17000           103        113        113           107     104.6752     104.7389       22.3657       22.3657            25       24.9988      1.11778      0.308            0            0            0
   CS171     17100         102.9      112.9      112.9         106.9     104.5751     104.6388       22.3652       22.3652            25       24.9998      1.11781      0.308            0            0            0
   CS172     17200         102.8      112.8      112.8         106.8     104.4751     104.5388       22.3651       22.3651            25       24.9999      1.11781      0.308            0            0            0
   CS173     17300         102.7      112.7      112.7         106.7     104.3751     104.4388        22.365        22.365            25       24.9999      1.11782      0.308            0            0            0
   CS174     17400         102.6      112.6      112.6         106.6     104.2751     104.3388       22.3649       22.3649            25       24.9999      1.11782      0.308            0            0            0
   CS175     17500         102.5      112.5      112.5         106.5     104.1751     104.2388       22.3649       22.3649            25            25      1.11782      0.308            0            0            0
   CS176     17600         102.4      112.4      112.4         106.4     104.0751     104.1388       22.3649       22.3649            25            25      1.11782      0.308            0            0            0
   CS177     17700         102.3      112.3      112.3         106.3     103.9751     104.0388       22.3649       22.3649            25            25      1.11782      0.308            0            0            0
   CS178     17800         102.2      112.2      112.2         106.2     103.8751     103.9388        22.365        22.365            25       25.0001      1.11782      0.308            0            0            0
   CS179     17900         102.1      112.1      112.1         106.1      103.775     103.8387       22.3649       22.3649            25       24.9991      1.11783      0.308            0            0            0
   CS180     18000           102        112        112           106     103.6751     103.7388       22.3641       22.3641            25       24.9984      1.11786      0.308            0            0            0
   CS181     18100         101.9      111.9      111.9         105.9      103.575     103.6387       22.3633       22.3633            25       24.9993       1.1179      0.308            0            0            0
   CS182     18200         101.8      111.8      111.8         105.8      103.475     103.5387       22.3629       22.3629            25       24.9992      1.11792      0.308            0            0            0
   CS183     18300         101.7      111.7      111.7         105.7     103.3749     103.4387       22.3623       22.3623            25       24.9991      1.11795      0.308            0            0            0
   CS184     18400         101.6      111.6      111.6         105.6     103.2749     103.3386       22.3618       22.3618            25       24.9989      1.11798      0.308            0            0            0
   CS185     18500         101.5      111.5      111.5         105.5     103.1749     103.2386       22.3611       22.3611            25       24.9988      1.11801      0.308            0            0            0
   CS186     18600         101.4      111.4      111.4         105.4     103.0748     103.1385       22.3603       22.3603            25       24.9986      1.11805      0.308            0            0            0
   CS187     18700         101.3      111.3      111.3         105.3     102.9747     103.0385       22.3594       22.3594            25       24.9984       1.1181      0.309            0            0            0
   CS188     18800         101.2      111.2      111.2         105.2     102.8747     102.9384       22.3583       22.3583            25       24.9981      1.11815      0.309            0            0            0
   CS189     18900         101.1      111.1      111.1         105.1     102.7746     102.8383       22.3568       22.3568            25       24.9966      1.11823      0.309            0            0            0
   CS190     19000           101        111        111           105     102.6745     102.7383       22.3545       22.3545            25       24.9954      1.11834      0.309            0            0            0
   CS191     19100         100.9      110.9      110.9         104.9     102.5743     102.6381       22.3518       22.3518            25       24.9957      1.11848      0.309            0            0            0
   CS192     19200         100.8      110.8      110.8         104.8     102.4742     102.5379        22.349        22.349            25       24.9949      1.11862      0.309            0            0            0
   CS193     19300         100.7      110.7      110.7         104.7     102.3739     102.4377       22.3457       22.3457            25       24.9939      1.11878      0.309            0            0            0
   CS194     19400         100.6      110.6      110.6         104.6     102.2737     102.3375       22.3418       22.3418            25       24.9928      1.11898      0.309            0            0            0
   CS195     19500         100.5      110.5      110.5         104.5     102.1734     102.2372       22.3371       22.3371            25       24.9914      1.11922      0.309            0            0            0
   CS196     19600         100.4      110.4      110.4         104.4     102.0731     102.1369       22.3314       22.3314            25       24.9897       1.1195      0.309            0            0            0
   CS197     19700         100.3      110.3      110.3         104.3     101.9726     102.0366       22.3247       22.3247            25       24.9876      1.11984      0.309            0            0            0
   CS198     19800         100.2      110.2      110.2         104.2     101.8721     101.9361       22.3167       22.3167            25       24.9854      1.12024      0.309            0            0            0
   CS199     19900         100.1      110.1      110.1         104.1     101.7709      101.835       22.2962       22.2962            25       24.9305      1.12127       0.31            0            0            0
   CS200     20000           100        110        110           104     101.6752     101.7389       22.3667       22.3667            25       25.1318      1.11773      0.308            0            0            0

Time [s]:                      54000 TimeStep [s]:               10
 u: 0 c: 0
Edge number         Flux H         Flux U     Sediment Flux             Flux A              Flux D
         0         26.511        31.1508                 0                  0                    0
         1        26.5093         31.149                 0                  0                    0
         2        26.5057        31.1442                 0                  0                    0
         3        26.5021        31.1386                 0                  0                    0
         4        26.4986        31.1331                 0                  0                    0
         5         26.495        31.1276                 0                  0                    0
         6        26.4914        31.1221                 0                  0                    0
         7        26.4878        31.1166                 0                  0                    0
         8        26.4843        31.1112                 0                  0                    0
         9        26.4807        31.1053                 0                  0                    0
        10        26.4771        31.1001                 0                  0                    0
        11        26.4735        31.0952                 0                  0                    0
        12        26.4699         31.089                 0                  0                    0
        13        26.4663        31.0835                 0                  0                    0
        14        26.4627        31.0779                 0                  0                    0
        15        26.4591        31.0724                 0                  0                    0
        16        26.4556        31.0669                 0                  0                    0
        17         26.452        31.0614                 0                  0                    0
        18        26.4483        31.0559                 0                  0                    0
        19        26.4447          31.05                 0                  0                    0
        20        26.4411        31.0448                 0                  0                    0
        21        26.4375        31.0399                 0                  0                    0
        22        26.4339        31.0336                 0                  0                    0
        23        26.4302         31.028                 0                  0                    0
        24        26.4266        31.0225                 0                  0                    0
        25         26.423        31.0169                 0                  0                    0
        26        26.4193        31.0113                 0                  0                    0
        27        26.4157        31.0058                 0                  0                    0
        28         26.412        31.0002                 0                  0                    0
        29        26.4083        30.9942                 0                  0                    0
        30        26.4046         30.989                 0                  0                    0
        31         26.401        30.9841                 0                  0                    0
        32        26.3973        30.9776                 0                  0                    0
        33        26.3935         30.972                 0                  0                    0
        34        26.3898        30.9663                 0                  0                    0
        35        26.3861        30.9606                 0                  0                    0
        36        26.3823        30.9549                 0                  0                    0
        37        26.3786        30.9493                 0                  0                    0
        38        26.3748        30.9436                 0                  0                    0
        39         26.371        30.9374                 0                  0                    0
        40        26.3672        30.9321                 0                  0                    0
        41        26.3633        30.9271                 0                  0                    0
        42        26.3595        30.9204                 0                  0                    0
        43        26.3556        30.9145                 0                  0                    0
        44        26.3517        30.9086                 0                  0                    0
        45        26.3478        30.9027                 0                  0                    0
        46        26.3439        30.8968                 0                  0                    0
        47        26.3399        30.8909                 0                  0                    0
        48        26.3359         30.885                 0                  0                    0
        49        26.3319        30.8785                 0                  0                    0
        50        26.3278        30.8729                 0                  0                    0
        51        26.3237        30.8677                 0                  0                    0
        52        26.3196        30.8605                 0                  0                    0
        53        26.3155        30.8543                 0                  0                    0
        54        26.3113        30.8481                 0                  0                    0
        55         26.307        30.8418                 0                  0                    0
        56        26.3028        30.8355                 0                  0                    0
        57        26.2985        30.8292                 0                  0                    0
        58        26.2941        30.8228                 0                  0                    0
        59        26.2897        30.8157                 0                  0                    0
        60        26.2852        30.8097                 0                  0                    0
        61        26.2807        30.8041                 0                  0                    0
        62        26.2762        30.7962                 0                  0                    0
        63        26.2716        30.7894                 0                  0                    0
        64        26.2669        30.7825                 0                  0                    0
        65        26.2622        30.7756                 0                  0                    0
        66        26.2574        30.7686                 0                  0                    0
        67        26.2526        30.7616                 0                  0                    0
        68        26.2476        30.7545                 0                  0                    0
        69        26.2427        30.7465                 0                  0                    0
        70        26.2376        30.7398                 0                  0                    0
        71        26.2325        30.7334                 0                  0                    0
        72        26.2273        30.7246                 0                  0                    0
        73         26.222        30.7168                 0                  0                    0
        74        26.2166         30.709                 0                  0                    0
        75        26.2112        30.7011                 0                  0                    0
        76        26.2057        30.6931                 0                  0                    0
        77        26.2001         30.685                 0                  0                    0
        78        26.1944        30.6768                 0                  0                    0
        79        26.1886        30.6676                 0                  0                    0
        80        26.1827        30.6598                 0                  0                    0
        81        26.1767        30.6523                 0                  0                    0
        82        26.1706        30.6421                 0                  0                    0
        83        26.1644         30.633                 0                  0                    0
        84        26.1581        30.6239                 0                  0                    0
        85        26.1517        30.6146                 0                  0                    0
        86        26.1452        30.6052                 0                  0                    0
        87        26.1386        30.5956                 0                  0                    0
        88        26.1318         30.586                 0                  0                    0
        89         26.125        30.5752                 0                  0                    0
        90         26.118        30.5659                 0                  0                    0
        91        26.1109         30.557                 0                  0                    0
        92        26.1037        30.5449                 0                  0                    0
